article_cluster,keyword,frequency,n_tokens,subcluster,distance_from_subcentroid,centrality,tfidf,global_frequency,is_core_domain,cluster_label
1,financial technology,2,2,0,0.2327326931199305,0.34490966656186717,0.015226031625781932,7,False,Financial technology & financial innovation
1,peer-to-peer lending,1,2,0,0.4423452824434265,0.4793313959335779,0.005785739857646971,2,False,Financial technology & financial innovation
1,systematic literature review,1,3,4,0.4706492827567976,0.6601494775845067,0.0036054903593505387,1,False,Financial technology & financial innovation
1,central and eastern european countries,1,5,3,0.34763529863657294,0.5124625366783704,0.0034546045467832216,1,False,Financial technology & financial innovation
1,digitalization,1,1,1,0.2728478760454951,0.453418864376548,0.006805936931199654,2,False,Financial technology & financial innovation
1,innovation,1,1,2,0.2056004195084995,0.4716383630704559,0.019383448161006844,1,False,Financial technology & financial innovation
1,financial sustainability,1,2,0,0.3865797670069605,0.42356667687820315,0.0041887685021906405,1,False,Financial technology & financial innovation
1,panel data analysis,1,3,4,0.18698602308760148,0.5117253060947011,0.0041887685021906405,1,False,Financial technology & financial innovation
1,bank profitability,1,2,0,0.3682118218471162,0.4410277827670017,0.0043005726848342465,1,False,Financial technology & financial innovation
1,developing countries,1,2,3,0.17804947121999493,0.45055535474058583,0.0043005726848342465,1,False,Financial technology & financial innovation
1,inclusive finance,1,2,0,0.20230522217992042,0.26658145791241405,0.009912017144260982,2,False,Financial technology & financial innovation
1,digital financial literacy,1,3,0,0.30373607199173414,0.35699732896729697,0.006674009493307058,2,False,Financial technology & financial innovation
1,perceived regulatory support,1,3,4,0.4735455184991927,0.5569731073167766,0.003829938324633144,1,False,Financial technology & financial innovation
1,digital divide,1,2,1,0.17573426747841814,0.41673201147053884,0.004105802453229092,1,False,Financial technology & financial innovation
1,digital inequality,1,2,1,0.14134147276880005,0.40529106101420287,0.004105802453229092,1,False,Financial technology & financial innovation
1,utaut2,1,1,2,0.4230586985326448,0.6230672273361947,0.004105802453229092,1,False,Financial technology & financial innovation
1,digital economy,1,2,1,0.24157083433426185,0.3741540102388612,0.0037652643216191228,1,False,Financial technology & financial innovation
1,regulatory resources,1,2,3,0.4588934313631362,0.5085676388929534,0.0037652643216191228,1,False,Financial technology & financial innovation
1,technological innovation,1,2,2,0.2446058658151382,0.38749946140190883,0.0037652643216191228,1,False,Financial technology & financial innovation
1,generalized method of moments,1,4,4,0.3597313944759004,0.6225080248573934,0.0031293838329069655,1,False,Financial technology & financial innovation
1,principal component analysis,1,3,4,0.3992391968948128,0.5994454410653421,0.0031293838329069655,1,False,Financial technology & financial innovation
1,traditional financial inclusion,1,3,0,0.18930946914401026,0.27395601942145476,0.0031293838329069655,1,False,Financial technology & financial innovation
1,financial innovation,2,2,0,0.23923580626001284,0.315547269855727,0.01212833965001484,3,False,Financial technology & financial innovation
1,economic development,1,2,3,0.3205358243487353,0.3784357489385769,0.0028960275847588713,1,False,Financial technology & financial innovation
1,high-income countries,1,2,3,0.21719587849115696,0.4654106377279309,0.0028960275847588713,1,False,Financial technology & financial innovation
1,middle-income countries,1,2,3,0.19573104954136955,0.46646217831103964,0.0028960275847588713,1,False,Financial technology & financial innovation
1,panel regression analysis,1,3,4,0.17990522886857996,0.5466808227023874,0.0028960275847588713,1,False,Financial technology & financial innovation
1,engagement,1,1,2,0.36074577423544607,0.534758914340589,0.004542425456648286,1,False,Financial technology & financial innovation
1,financial products,1,2,0,0.2677315460570209,0.3798841105044297,0.004542425456648286,1,False,Financial technology & financial innovation
1,fintech ecosystem,1,2,0,0.2745561129014433,0.3574766505500988,0.004542425456648286,1,False,Financial technology & financial innovation
1,disadvantaged communities,1,2,3,0.31602841051023367,0.4808629481045412,0.00549680360723168,1,False,Financial technology & financial innovation
1,inclusivity,1,1,1,0.3967079047205513,0.5021772598200981,0.00549680360723168,1,False,Financial technology & financial innovation
2,bank fintech,2,2,2,0.17670837643118698,0.31873198151156723,0.0071395503834397476,2,False,Credit risk & Financial technology
2,china,2,1,4,0.5469613674658218,0.6556192386758954,0.007554517166915655,2,False,Credit risk & Financial technology
2,commercial banks,2,2,3,0.15119902582236389,0.38026536742479333,0.007940582950245736,2,False,Credit risk & Financial technology
2,credit risk,5,2,0,0.18316840130901157,0.35720225320043086,0.021568249255308113,6,False,Credit risk & Financial technology
2,alternative credit,2,2,0,0.21031353882965753,0.34831015606054694,0.00625815977282373,2,False,Credit risk & Financial technology
2,bank lending,1,2,3,0.20893873353878734,0.3271185713529332,0.0016549560877760477,1,False,Credit risk & Financial technology
2,banking,2,1,3,0.2218338665914381,0.3051792167816183,0.013631799949808647,2,False,Credit risk & Financial technology
2,bigtech credit,2,2,2,0.28488184173616515,0.34359941152909124,0.007587871886909002,2,False,Credit risk & Financial technology
2,development economics,1,2,4,0.32740267196571204,0.47598730886394724,0.0016549560877760477,1,False,Credit risk & Financial technology
2,"dr david mcmillan, university of stirling, united kingdom of great britain and northern ireland",1,14,4,0.5184487036815567,0.6361892582581699,0.008767295143176953,1,False,Credit risk & Financial technology
2,economics,1,1,4,0.3661501306992988,0.5180548308727062,0.0033099121755520954,1,False,Credit risk & Financial technology
2,finance,2,1,2,0.33829439277342876,0.33617486455274515,0.018174813619148612,2,False,Credit risk & Financial technology
2,financial inclusion,5,2,2,0.3040071067406469,0.34292288446758623,0.03979307931191825,28,True,Credit risk & Financial technology
2,fintech credit,2,2,2,0.15826183895120505,0.2889650847518531,0.004234563713489687,2,False,Credit risk & Financial technology
2,sub-saharan africa,1,2,4,0.5581178530369838,0.6771015424689225,0.007462909655834451,3,False,Credit risk & Financial technology
2,system gmm,1,2,4,0.4596582427075091,0.5809541384174786,0.0016549560877760477,1,False,Credit risk & Financial technology
