,C0,C1,C2,C3,C4,C5
C0,1.0000000000000018,0.8334329196933346,0.8668698842742166,0.7826540863282311,0.8681474121330197,0.870663545380931
C1,0.8334329196933346,0.9999999999999998,0.9281404350590132,0.8481537983469667,0.9358124669912085,0.9176228696776504
C2,0.8668698842742166,0.9281404350590132,1.0000000000000004,0.8369096396218751,0.9410933188822541,0.9179969082833743
C3,0.7826540863282311,0.8481537983469667,0.8369096396218751,0.9999999999999999,0.8807771918366368,0.8453070350178123
C4,0.8681474121330197,0.9358124669912085,0.9410933188822541,0.8807771918366368,1.0000000000000009,0.9396747606199305
C5,0.870663545380931,0.9176228696776504,0.9179969082833743,0.8453070350178123,0.9396747606199305,1.0000000000000004
